Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ROOM1:Zone Windows Total Heat Gain Energy [J](TimeStep),ROOM1:Zone Windows Total Heat Loss Energy [J](TimeStep),WALL_NORTH:Surface Inside Face Temperature [C](TimeStep),WALL_NORTH:Surface Outside Face Temperature [C](TimeStep),WALL_NORTH:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_SOUTH:Surface Inside Face Temperature [C](TimeStep),WALL_SOUTH:Surface Outside Face Temperature [C](TimeStep),WALL_SOUTH:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_EAST:Surface Inside Face Temperature [C](TimeStep),WALL_EAST:Surface Outside Face Temperature [C](TimeStep),WALL_EAST:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),WALL_WEST:Surface Inside Face Temperature [C](TimeStep),WALL_WEST:Surface Outside Face Temperature [C](TimeStep),WALL_WEST:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),FLOOR:Surface Inside Face Temperature [C](TimeStep),FLOOR:Surface Outside Face Temperature [C](TimeStep),FLOOR:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),ROOF:Surface Inside Face Temperature [C](TimeStep),ROOF:Surface Outside Face Temperature [C](TimeStep),ROOF:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),MYBINDO:Surface Inside Face Temperature [C](TimeStep),MYBINDO:Surface Outside Face Temperature [C](TimeStep),MYBINDO:Surface Inside Face Net Surface Thermal Radiation Heat Gain Energy [J](TimeStep),ROOM1:Zone Mean Air Temperature [C](TimeStep),ROOM1:Zone Air System Sensible Heating Energy [J](TimeStep),ROOM1:Zone Air System Sensible Cooling Energy [J](TimeStep) 
 03/01  16:00:00,27.0,2805306.727151425,0.0,26.57758646344583,27.901398444352967,172213.30187687054,26.69023593256015,37.93765092550728,92807.9587347256,26.662593457824627,42.12030828288628,143703.32286340176,26.736935124732764,28.11115343126401,118749.13113559032,28.09324547632387,26.736164050327965,-643142.5358847787,26.597478273206892,36.1810643855938,312847.3552464108,32.22730330135391,29.740913849785557,-197178.53397222003,27.593109769332486,0.0,0.0 
 03/01  17:00:00,26.5,1765664.5031166414,0.0,26.52382852240643,26.703015460461458,142517.29322444706,26.67587965188135,30.765824319054698,63458.62553863524,26.60640414457398,38.58165421499452,114837.49540689381,26.69607079079688,26.833645580164756,84753.84199486866,27.759832142400626,26.41475877858762,-518957.2265776389,26.561827320054398,29.809061094478576,245228.8032471874,30.418227006336565,27.991723795679036,-131838.8328343932,27.464077848078595,0.0,0.0 
 03/01  18:00:00,26.2,734509.0966309909,0.0,26.42998660234254,25.44366706119903,108819.00824119675,26.63719337599083,26.493514670194035,28380.27387015877,26.513568712198243,30.554138559281093,80827.54228149448,26.61160782631649,25.54379181002708,47964.16279850393,27.363565166843497,26.19733623178592,-388282.87934208865,26.48738827864435,22.71169964147071,169249.7732023328,28.010118332317234,25.8239482181192,-46957.88105159764,27.29120323546864,0.0,0.0 
 03/01  19:00:00,26.0,0.0,87282.95220580317,26.30598376736086,24.193865318716373,77526.9488776254,26.579669012881475,25.023526506508922,-5847.128703430514,26.39551629377166,25.094768815341737,47579.917374239885,26.493122053293227,24.31703319033822,14901.863164164955,26.990986094331763,26.041703730470307,-288344.0746880176,26.382313716864058,17.329968137591973,98191.32389966928,25.029796735575474,23.056040290892327,55991.15007574878,26.8340454957022,0.0,0.0 
 03/01  20:00:00,20.8,0.0,156638.1334585817,26.2176072274266,20.04405144774661,66022.20449982263,26.53848122439832,20.64194745964103,-22775.13315286667,26.31941139437962,20.533902403189646,31996.9155022408,26.40963524949392,20.13192561844322,1813.6001285821164,26.816269771678392,22.083197168401522,-254752.31652834054,26.312441376444458,13.60742017890859,64732.374124767804,23.3412716467339,19.808312239941188,112962.35542579397,26.649085803874907,0.0,0.0 
 03/01  21:00:00,20.6,0.0,160795.42701476513,26.18162159429127,19.441552492503728,63041.546072168014,26.532985643777838,19.970392117920724,-33457.738772135126,26.297712661997714,19.74982036824033,24253.2826081401,26.373534707731125,19.545111295432232,-1103.4728077486934,26.714377757876825,21.566838769434057,-218363.98207815315,26.294243362283808,12.583696484106335,47891.01262867602,23.15816077424381,19.53799308768066,117739.35234905293,26.626830539091763,0.0,0.0 
 03/01  22:00:00,19.8,0.0,173377.27663543558,26.161994819196455,18.62496145396799,59798.02045392017,26.533999513945375,19.078361955620704,-41070.195639284684,26.292151791151866,18.823672920669324,16331.128791248988,26.351145383887633,18.722804884122283,-3414.3247271508044,26.645294578964204,20.77529782166581,-193333.1826023889,26.286191887886403,11.723223951161808,34588.8155211816,22.866685080215916,18.96066330567868,127099.73820247379,26.611401223496685,0.0,0.0 
 03/01  23:00:00,18.4,0.0,193043.64737053672,26.143364020725226,17.41265354978435,55714.89745346334,26.527951952954893,17.806523967744756,-46624.822104329556,26.285152524267183,17.541289199512455,8365.535586704793,26.32807340841376,17.49864056381519,-6002.390522731,26.588169738819452,19.557813396935916,-176499.48843942204,26.271710230163713,10.677113188919089,24221.802749818457,22.451605508479247,18.098341860014898,140824.46527649614,26.364211766184507,0.0,0.0 
 03/01  24:00:00,18.0,0.0,198107.89735081678,26.113700780563878,16.897986404421342,53223.072247607495,26.509119098131713,17.284816564434287,-51180.23416118469,26.265750653592146,16.990310834409257,2455.0542523840495,26.295592862429636,16.993308287923373,-7536.296863148701,26.532276571765802,19.072970825561935,-164407.01501252037,26.239512145701593,9.929700531060965,21085.04129798,22.25733281311443,17.7849171960313,146360.3782388825,26.23697482200676,0.0,0.0 
 03/02  01:00:00,17.4,0.0,204255.34854169784,26.087127380487907,16.318021220851705,50053.17179197841,26.48355225810641,16.701460585973425,-53557.235845519805,26.24659602240639,16.388429758054716,-3183.345655898205,26.26587021588157,16.42248003709823,-9634.129953192463,26.482168539033488,18.49214979299274,-155378.7160629821,26.205099952551578,9.18415626477532,20035.724684396908,22.07083325467181,17.460545649359062,151664.53104121724,26.292477092134558,0.0,0.0 
 03/02  02:00:00,16.6,0.0,201659.79981797142,26.068337218720355,15.946006156000916,47395.90028252835,26.460883039965363,16.25415792094529,-54963.21359200354,26.22860545162409,16.00220917448306,-6104.498546161322,26.2395199983717,16.02870096908205,-9761.211346751807,26.44526557322197,17.772445254730773,-148851.4355093369,26.173424558237585,10.153164683444313,23149.01513965933,22.112574891011604,17.535004073059497,149135.44357206605,26.310164698303478,0.0,0.0 
 03/02  03:00:00,17.1,0.0,192541.42116850635,26.047221410386197,16.261360167545394,45149.031517742274,26.431968783022235,16.565189278926223,-55394.0770038849,26.206356967298916,16.30645853830241,-7963.317395779318,26.211266191572275,16.35011870903669,-9609.968383723199,26.408409472348755,18.03444631727204,-143062.83219604474,26.13677781155148,10.446867081785337,28715.045309527075,22.277838989183067,17.897002201429586,142166.11815216305,26.272539790376833,0.0,0.0 
 03/02  04:00:00,16.4,0.0,199832.91786509252,26.018121436470977,15.756766368716702,41145.214252528225,26.394523219383075,16.05223828062213,-55885.28539347507,26.17489008718931,15.797435369667001,-11164.732182357178,26.17563340682006,15.845061961529812,-11417.772992061487,26.36561309126018,17.467913576320367,-141867.61112577433,26.090219781772365,10.015197388202202,32186.184950647053,22.10059211459486,17.58894031756347,147004.00249049303,26.220546557140715,0.0,0.0 
