Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ROOM1:Zone Mean Air Temperature [C](TimeStep),ROOM1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),ROOM1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep) 
 06/19  15:00:00,40.3,24.000000000000007,0.0,8167671.095349091 
 06/19  16:00:00,40.4,24.0,0.0,8777716.340990948 
 06/19  17:00:00,40.2,24.0,0.0,9410719.656885985 
 06/19  18:00:00,40.1,23.999999999999996,0.0,9999240.699211948 
 06/19  19:00:00,40.2,23.999999999999996,0.0,10239927.822155824 
 06/19  20:00:00,38.1,23.999999999999996,0.0,10330127.93544295 
 06/19  21:00:00,34.8,24.0,0.0,10380966.066650245 
 06/19  22:00:00,34.4,24.0,0.0,10310760.864921167 
 06/19  23:00:00,32.6,24.000000000000004,0.0,9932085.190847453 
 06/19  24:00:00,32.1,24.000000000000004,0.0,9487022.31462946 
 06/20  01:00:00,31.5,24.000000000000004,0.0,9056556.906504402 
 06/20  02:00:00,30.3,24.000000000000004,0.0,8579692.71273171 
 06/20  03:00:00,30.6,24.0,0.0,8094873.359327042 
 06/20  04:00:00,29.9,24.0,0.0,7599393.815853603 
 06/20  05:00:00,29.8,24.0,0.0,7122522.795926493 
 06/20  06:00:00,30.8,23.999999999999996,0.0,6674670.233462907 
 06/20  07:00:00,30.6,24.0,0.0,6282965.773631366 
 06/20  08:00:00,31.1,24.0,0.0,5964833.091077744 
 06/20  09:00:00,31.5,24.000000000000004,0.0,6024837.047977422 
 06/20  10:00:00,32.0,24.0,0.0,6158509.329944652 
 06/20  11:00:00,33.7,24.0,0.0,6389091.950084997 
 06/20  12:00:00,35.0,23.999999999999996,0.0,6690852.255558605 
 06/20  13:00:00,36.4,23.999999999999996,0.0,7092575.0980885215 
 06/20  14:00:00,38.3,23.999999999999993,0.0,7575808.137067571 
 06/20  15:00:00,38.5,23.999999999999993,0.0,8100324.922283922 
 06/20  16:00:00,38.5,24.0,0.0,8661211.621775499 
 06/20  17:00:00,37.7,24.000000000000004,0.0,9240992.050837634 
 06/20  18:00:00,37.3,24.0,0.0,9778959.953609744 
 06/20  19:00:00,37.6,24.0,0.0,9983181.691962175 
 06/20  20:00:00,35.3,24.000000000000004,0.0,10044138.248150606 
 06/20  21:00:00,36.0,24.0,0.0,10081869.92538694 
 06/20  22:00:00,33.0,24.000000000000004,0.0,9973971.294839038 
 06/20  23:00:00,30.0,24.000000000000004,0.0,9593542.759266883 
 06/20  24:00:00,31.0,24.0,0.0,9171512.957568133 
 06/21  01:00:00,32.0,24.0,0.0,8763989.802074501 
 06/21  02:00:00,31.0,24.0,0.0,8305683.944383671 
 06/21  03:00:00,31.0,24.0,0.0,7850367.78249976 
 06/21  04:00:00,30.0,24.000000000000004,0.0,7398048.095663763 
 06/21  05:00:00,30.0,24.0,0.0,6968622.542557599 
 06/21  06:00:00,30.0,24.000000000000004,0.0,6557580.613426161 
 06/21  07:00:00,31.0,24.0,0.0,6206247.242565084 
 06/21  08:00:00,32.0,24.000000000000004,0.0,5913380.395466082 
 06/21  09:00:00,32.0,24.0,0.0,5991606.9793358045 
 06/21  10:00:00,32.0,24.000000000000004,0.0,6148778.693936741 
 06/21  11:00:00,34.0,24.000000000000004,0.0,6405170.083288693 
 06/21  12:00:00,35.0,24.000000000000004,0.0,6722926.167199274 
 06/21  13:00:00,35.6,24.0,0.0,7142415.8850881765 
 06/21  14:00:00,37.2,24.0,0.0,7645440.640214358 
 06/21  15:00:00,37.7,23.999999999999996,0.0,8159354.742189999 
 06/21  16:00:00,37.6,24.0,0.0,8685662.753837522 
 06/21  17:00:00,37.6,24.0,0.0,9225734.685866175 
 06/21  18:00:00,37.3,24.0,0.0,9712511.747055301 
 06/21  19:00:00,37.1,23.999999999999996,0.0,9862834.278647818 
 06/21  20:00:00,35.7,24.0,0.0,9888038.686605213 
 06/21  21:00:00,34.5,23.999999999999996,0.0,9888612.281009216 
 06/21  22:00:00,33.8,24.0,0.0,9778033.80914548 
 06/21  23:00:00,32.1,24.000000000000004,0.0,9392809.921844395 
 06/21  24:00:00,31.6,24.0,0.0,8964370.603329226 
 06/22  01:00:00,31.9,24.000000000000004,0.0,8570862.285594812 
 06/22  02:00:00,28.7,24.0,0.0,8121918.589477672 
 06/22  03:00:00,28.5,24.0,0.0,7674991.403010996 
 06/22  04:00:00,27.9,24.000000000000004,0.0,7211013.694028114 
 06/22  05:00:00,27.9,24.0,0.0,6747511.713412842 
 06/22  06:00:00,28.4,24.0,0.0,6296882.44285994 
 06/22  07:00:00,28.3,24.000000000000004,0.0,5898483.050031873 
 06/22  08:00:00,29.0,24.0,0.0,5566150.109125939 
 06/22  09:00:00,29.0,23.999999999999996,0.0,5603218.441176834 
 06/22  10:00:00,29.6,24.0,0.0,5719952.727565728 
 06/22  11:00:00,31.8,24.0,0.0,5948115.844858449 
 06/22  12:00:00,32.7,24.0,0.0,6229487.290149614 
 06/22  13:00:00,32.6,24.0,0.0,6591362.155654159 
 06/22  14:00:00,33.8,24.0,0.0,7014071.487100807 
 06/22  15:00:00,34.4,23.999999999999996,0.0,7445984.072271507 
 06/22  16:00:00,34.9,23.999999999999996,0.0,7885011.434586653 
 06/22  17:00:00,35.1,23.999999999999996,0.0,8338338.010265967 
 06/22  18:00:00,35.4,23.999999999999996,0.0,8758000.052210096 
 06/22  19:00:00,34.9,24.0,0.0,8859988.483660089 
 06/22  20:00:00,32.2,24.0,0.0,8854815.85264513 
 06/22  21:00:00,31.1,24.0,0.0,8838330.74234482 
 06/22  22:00:00,30.3,24.0,0.0,8707035.689618034 
 06/22  23:00:00,28.6,24.0,0.0,8300523.404043933 
 06/22  24:00:00,28.1,24.0,0.0,7853480.67892186 
 06/23  01:00:00,27.5,23.999999999999996,0.0,7432561.74179989 
 06/23  02:00:00,25.6,23.999999999999996,0.0,6972970.811368969 
 06/23  03:00:00,25.0,23.999999999999996,0.0,6505060.731086845 
 06/23  04:00:00,25.0,23.999999999999996,0.0,6032991.976931945 
 06/23  05:00:00,25.1,23.999999999999996,0.0,5565673.260385293 
 06/23  06:00:00,26.4,23.999999999999993,0.0,5121991.135008325 
 06/23  07:00:00,26.4,23.999999999999996,0.0,4735104.884879341 
 06/23  08:00:00,27.5,24.0,0.0,4415947.427739825 
 06/23  09:00:00,27.8,24.0,0.0,4464467.470007945 
 06/23  10:00:00,28.2,23.999999999999996,0.0,4564315.998934972 
 06/23  11:00:00,30.8,23.999999999999996,0.0,4771243.30337225 
 06/23  12:00:00,32.0,23.999999999999996,0.0,5026229.059314295 
 06/23  13:00:00,32.3,23.999999999999996,0.0,5372133.794262214 
 06/23  14:00:00,34.2,24.000000000000007,0.0,5814270.699057895 
 06/23  15:00:00,34.6,24.0,0.0,6285903.314687081 
 06/23  16:00:00,34.8,24.0,0.0,6788909.109275398 
 06/23  17:00:00,34.4,24.000000000000004,0.0,7297607.271565196 
 06/23  18:00:00,34.2,24.000000000000004,0.0,7761816.483524058 
 06/23  19:00:00,34.2,24.000000000000004,0.0,7903153.372134159 
 06/23  20:00:00,33.0,24.000000000000004,0.0,7941586.196964074 
 06/23  21:00:00,32.1,24.0,0.0,7962410.244995517 
 06/23  22:00:00,31.7,24.0,0.0,7898918.285359628 
 06/23  23:00:00,30.5,23.999999999999996,0.0,7580163.094316449 
 06/23  24:00:00,29.9,23.999999999999996,0.0,7233051.691804207 
 06/24  01:00:00,29.8,24.0,0.0,6921623.261345484 
 06/24  02:00:00,28.9,24.000000000000004,0.0,6577738.813601636 
 06/24  03:00:00,29.0,24.000000000000004,0.0,6225978.443769907 
 06/24  04:00:00,28.4,24.000000000000004,0.0,5866525.074008932 
 06/24  05:00:00,28.4,23.999999999999996,0.0,5518616.390514401 
 06/24  06:00:00,29.3,23.999999999999996,0.0,5187242.693717312 
 06/24  07:00:00,29.3,24.0,0.0,4904247.555064656 
 06/24  08:00:00,30.3,24.0,0.0,4678387.765422476 
 06/24  09:00:00,30.4,24.0,0.0,4812645.245625894 
 06/24  10:00:00,31.3,23.999999999999996,0.0,4999063.118224432 
 06/24  11:00:00,33.3,24.0,0.0,5280464.443700554 
 06/24  12:00:00,34.1,23.999999999999996,0.0,5591548.7213914925 
 06/24  13:00:00,34.5,23.999999999999996,0.0,5979510.524454836 
 06/24  14:00:00,36.2,24.0,0.0,6431209.391682522 
 06/24  15:00:00,36.7,24.000000000000004,0.0,6903025.128485103 
 06/24  16:00:00,36.4,24.000000000000004,0.0,7405259.395518484 
 06/24  17:00:00,36.1,24.0,0.0,7930182.650835919 
 06/24  18:00:00,35.7,24.0,0.0,8416003.268714542 
 06/24  19:00:00,35.3,23.999999999999996,0.0,8580168.721031329 
 06/24  20:00:00,34.1,24.0,0.0,8634489.649402626 
 06/24  21:00:00,33.2,24.0,0.0,8657339.34675673 
 06/24  22:00:00,32.8,23.999999999999996,0.0,8578020.600084694 
 06/24  23:00:00,31.0,24.0,0.0,8238165.180544395 
 06/24  24:00:00,29.9,24.0,0.0,7861764.361349292 
 06/25  01:00:00,29.6,23.999999999999996,0.0,7522548.241980244 
 06/25  02:00:00,28.9,24.0,0.0,7144048.095929099 
 06/25  03:00:00,28.9,24.000000000000004,0.0,6753157.2092586495 
 06/25  04:00:00,29.1,23.999999999999996,0.0,6361680.733436191 
 06/25  05:00:00,28.8,23.999999999999996,0.0,5978723.879763634 
 06/25  06:00:00,29.5,23.999999999999993,0.0,5622004.017390236 
 06/25  07:00:00,29.5,23.999999999999996,0.0,5316849.197667491 
 06/25  08:00:00,30.5,23.999999999999996,0.0,5072158.109479479 
 06/25  09:00:00,30.9,23.999999999999996,0.0,5191014.702102147 
 06/25  10:00:00,31.4,23.999999999999996,0.0,5371184.592874863 
 06/25  11:00:00,32.6,23.999999999999993,0.0,5633733.490436572 
 06/25  12:00:00,32.7,24.0,0.0,5924262.988622458 
 06/25  13:00:00,32.5,24.000000000000004,0.0,6275151.138296641 
 06/25  14:00:00,33.3,23.999999999999996,0.0,6651176.070803865 
 06/25  15:00:00,33.5,23.999999999999996,0.0,7018838.091541437 
 06/25  16:00:00,30.1,23.999999999999996,0.0,7348837.040897321 
 06/25  17:00:00,30.8,24.0,0.0,7667907.402259907 
 06/25  18:00:00,31.8,23.999999999999996,0.0,7900204.761993516 
 06/25  19:00:00,31.9,24.0,0.0,7789869.32454181 
 06/25  20:00:00,30.9,24.000000000000004,0.0,7618699.73924444 
 06/25  21:00:00,30.3,24.0,0.0,7480976.549015653 
 06/25  22:00:00,30.0,23.999999999999996,0.0,7304323.36811745 
 06/25  23:00:00,28.6,24.000000000000004,0.0,6916875.844353289 
 06/25  24:00:00,28.5,24.0,0.0,6535545.84017909 
 06/26  01:00:00,28.5,23.999999999999996,0.0,6204275.323653647 
 06/26  02:00:00,27.9,24.0,0.0,5857540.324473064 
 06/26  03:00:00,27.9,24.0,0.0,5516998.469775242 
 06/26  04:00:00,27.3,24.000000000000004,0.0,5175988.809495262 
 06/26  05:00:00,27.2,23.999999999999996,0.0,4850811.216029096 
 06/26  06:00:00,28.6,24.0,0.0,4545561.714144587 
 06/26  07:00:00,28.7,23.999999999999996,0.0,4286625.13728466 
 06/26  08:00:00,30.2,24.0,0.0,4090367.4851845438 
 06/26  09:00:00,30.4,23.999999999999996,0.0,4257001.927277583 
 06/26  10:00:00,31.0,24.000000000000004,0.0,4478938.734570971 
 06/26  11:00:00,33.0,23.999999999999996,0.0,4822213.732861348 
 06/26  12:00:00,33.2,23.999999999999996,0.0,5195198.31261428 
 06/26  13:00:00,33.2,24.000000000000004,0.0,5640560.008383755 
 06/26  14:00:00,33.2,24.0,0.0,6132482.194870284 
 06/26  15:00:00,32.8,23.999999999999996,0.0,6607035.81829675 
 06/26  16:00:00,33.6,24.0,0.0,7065729.1780362325 
 06/26  17:00:00,33.6,23.999999999999996,0.0,7494458.466910881 
 06/26  18:00:00,32.9,23.999999999999996,0.0,7858249.567048212 
 06/26  19:00:00,32.9,24.0,0.0,7891171.646158107 
 06/26  20:00:00,31.7,23.999999999999996,0.0,7825272.880594077 
 06/26  21:00:00,30.4,23.999999999999996,0.0,7746935.314714887 
 06/26  22:00:00,30.0,23.999999999999996,0.0,7599489.479548533 
 06/26  23:00:00,28.7,23.999999999999996,0.0,7211703.933198324 
 06/26  24:00:00,28.1,23.999999999999996,0.0,6807261.653345104 
 06/27  01:00:00,28.0,24.0,0.0,6448222.52777302 
 06/27  02:00:00,26.9,24.0,0.0,6064209.552709882 
 06/27  03:00:00,26.9,24.000000000000004,0.0,5682153.432678209 
 06/27  04:00:00,27.0,24.000000000000004,0.0,5302359.202972444 
 06/27  05:00:00,27.4,24.000000000000004,0.0,4938886.630818699 
 06/27  06:00:00,28.2,24.0,0.0,4596937.644179443 
 06/27  07:00:00,28.5,24.000000000000004,0.0,4313515.839960819 
 06/27  08:00:00,29.9,24.0,0.0,4094261.1344079957 
 06/27  09:00:00,30.3,24.0,0.0,4244398.233280848 
 06/27  10:00:00,30.7,24.0,0.0,4452236.980013323 
 06/27  11:00:00,32.7,24.000000000000004,0.0,4793696.959369862 
 06/27  12:00:00,32.8,24.0,0.0,5165033.914092929 
 06/27  13:00:00,32.8,24.0,0.0,5584198.537348404 
 06/27  14:00:00,34.4,24.000000000000004,0.0,6044370.395642306 
 06/27  15:00:00,34.7,23.999999999999996,0.0,6491708.604776095 
 06/27  16:00:00,34.7,23.999999999999993,0.0,6926389.443306799 
 06/27  17:00:00,34.7,23.999999999999996,0.0,7363066.748421439 
 06/27  18:00:00,34.4,23.999999999999996,0.0,7752567.214143668 
 06/27  19:00:00,33.9,23.999999999999996,0.0,7816888.393115629 
 06/27  20:00:00,32.8,23.999999999999993,0.0,7794632.175112696 
 06/27  21:00:00,31.1,24.0,0.0,7755515.593452444 
 06/27  22:00:00,30.8,24.0,0.0,7643482.675155941 
 06/27  23:00:00,29.5,24.0,0.0,7286284.708827708 
 06/27  24:00:00,29.3,23.999999999999996,0.0,6908340.483193537 
 06/28  01:00:00,29.1,23.999999999999996,0.0,6569524.821042917 
 06/28  02:00:00,28.3,23.999999999999996,0.0,6205174.217518322 
 06/28  03:00:00,27.9,23.999999999999996,0.0,5838790.499011185 
 06/28  04:00:00,27.4,23.999999999999993,0.0,5473381.871493999 
 06/28  05:00:00,27.3,23.999999999999993,0.0,5117686.013576693 
 06/28  06:00:00,28.5,24.0,0.0,4780605.009009157 
 06/28  07:00:00,29.5,24.000000000000007,0.0,4495784.683683819 
 06/28  08:00:00,31.4,24.000000000000007,0.0,4276737.919877489 
 06/28  09:00:00,31.7,24.000000000000004,0.0,4434116.719737725 
 06/28  10:00:00,32.4,24.0,0.0,4685926.150399952 
 06/28  11:00:00,34.8,24.0,0.0,5084203.774741161 
 06/28  12:00:00,36.1,24.000000000000004,0.0,5530727.7490600245 
 06/28  13:00:00,36.4,24.0,0.0,6051415.632774294 
 06/28  14:00:00,37.5,23.999999999999993,0.0,6619036.5198016865 
 06/28  15:00:00,37.7,24.0,0.0,7189561.332369955 
 06/28  16:00:00,37.6,24.0,0.0,7772353.229450166 
 06/28  17:00:00,37.3,23.999999999999996,0.0,8349779.722299825 
 06/28  18:00:00,36.2,23.999999999999993,0.0,8874207.564012486 
 06/28  19:00:00,35.9,23.999999999999996,0.0,9059979.122454831 
 06/28  20:00:00,34.4,23.999999999999996,0.0,9099090.21978459 
 06/28  21:00:00,33.1,24.0,0.0,9102306.776664894 
 06/28  22:00:00,32.8,24.0,0.0,8996189.503405878 
 06/28  23:00:00,32.1,24.0,0.0,8624263.057670873 
 06/28  24:00:00,31.5,24.0,0.0,8216906.551945894 
 06/29  01:00:00,31.6,24.0,0.0,7855148.87788687 
 06/29  02:00:00,30.2,23.999999999999993,0.0,7465138.383242405 
 06/29  03:00:00,29.7,23.999999999999996,0.0,7073288.889526413 
 06/29  04:00:00,29.0,23.999999999999996,0.0,6679514.0872213915 
 06/29  05:00:00,29.0,23.999999999999996,0.0,6294072.209114436 
 06/29  06:00:00,30.0,24.0,0.0,5923609.323142024 
 06/29  07:00:00,30.7,23.999999999999996,0.0,5603325.684222626 
 06/29  08:00:00,33.1,24.0,0.0,5354069.267029813 
 06/29  09:00:00,33.8,24.0,0.0,5484511.818362251 
 06/29  10:00:00,34.4,23.999999999999996,0.0,5721893.629852146 
 06/29  11:00:00,36.5,24.0,0.0,6094540.828213148 
 06/29  12:00:00,37.2,24.000000000000004,0.0,6524820.9750755625 
 06/29  13:00:00,37.2,24.000000000000004,0.0,7035647.3749962635 
 06/29  14:00:00,38.8,24.000000000000004,0.0,7584104.6494948305 
 06/29  15:00:00,39.2,24.000000000000004,0.0,8123626.202703369 
 06/29  16:00:00,38.5,23.999999999999996,0.0,8659303.183800053 
 06/29  17:00:00,38.5,23.999999999999996,0.0,9188311.173867682 
 06/29  18:00:00,38.5,24.000000000000004,0.0,9653106.158005558 
 06/29  19:00:00,38.4,24.0,0.0,9778639.211127074 
 06/29  20:00:00,36.8,24.0,0.0,9795158.715585647 
 06/29  21:00:00,35.0,24.0,0.0,9808223.13556253 
 06/29  22:00:00,34.8,24.000000000000004,0.0,9730455.018389102 
 06/29  23:00:00,32.3,23.999999999999996,0.0,9377497.967039581 
 06/29  24:00:00,31.3,23.999999999999996,0.0,8984166.690036507 
 06/30  01:00:00,30.7,23.999999999999996,0.0,8616654.501791889 
 06/30  02:00:00,28.8,23.999999999999996,0.0,8200266.8970540175 
 06/30  03:00:00,28.5,24.0,0.0,7762981.71483221 
 06/30  04:00:00,28.8,23.999999999999996,0.0,7312723.277971283 
 06/30  05:00:00,29.2,23.999999999999996,0.0,6864880.777885305 
 06/30  06:00:00,30.4,24.0,0.0,6439786.390857565 
 06/30  07:00:00,30.7,23.999999999999996,0.0,6075850.076478596 
 06/30  08:00:00,32.0,24.0,0.0,5786837.139881338 
 06/30  09:00:00,31.5,23.999999999999996,0.0,5858564.311985756 
 06/30  10:00:00,30.5,24.0,0.0,5985722.694056231 
 06/30  11:00:00,31.5,24.000000000000004,0.0,6158915.773150488 
 06/30  12:00:00,32.6,23.999999999999996,0.0,6312294.55998548 
 06/30  13:00:00,33.5,24.0,0.0,6531109.3617786225 
 06/30  14:00:00,33.8,24.000000000000004,0.0,6807664.202449208 
 06/30  15:00:00,34.5,24.000000000000004,0.0,7133610.45990618 
 06/30  16:00:00,35.2,24.000000000000007,0.0,7531344.104539286 
 06/30  17:00:00,35.0,24.000000000000004,0.0,7974419.929414653 
 06/30  18:00:00,34.7,24.000000000000004,0.0,8405919.461477658 
 06/30  19:00:00,31.8,24.000000000000007,0.0,8511810.759784803 
 06/30  20:00:00,30.3,24.000000000000004,0.0,8521675.624405738 
 06/30  21:00:00,29.2,24.0,0.0,8489428.927051393 
 06/30  22:00:00,29.6,24.0,0.0,8339713.992561628 
 06/30  23:00:00,29.7,24.0,0.0,7917355.446987601 
 06/30  24:00:00,30.1,24.0,0.0,7466589.493270369 
 07/01  01:00:00,30.3,24.0,0.0,7074227.861416166 
 07/01  02:00:00,29.6,23.999999999999996,0.0,6672350.917185489 
 07/01  03:00:00,29.2,23.999999999999996,0.0,6291359.573182047 
 07/01  04:00:00,29.2,24.000000000000004,0.0,5934991.331986819 
 07/01  05:00:00,29.8,24.0,0.0,5604934.358857615 
 07/01  06:00:00,30.5,23.999999999999996,0.0,5300204.403807953 
 07/01  07:00:00,30.0,23.999999999999996,0.0,5046166.7314798385 
 07/01  08:00:00,31.0,23.999999999999996,0.0,4855223.908764612 
 07/01  09:00:00,32.0,23.999999999999993,0.0,5021807.621072512 
 07/01  10:00:00,34.0,24.0,0.0,5251923.409202141 
 07/01  11:00:00,34.0,24.000000000000004,0.0,5576618.656984165 
 07/01  12:00:00,35.0,24.0,0.0,5949641.702462508 
 07/01  13:00:00,30.0,24.0,0.0,6351784.8315294925 
 07/01  14:00:00,31.2,23.999999999999996,0.0,6796707.083208013 
 07/01  15:00:00,32.5,24.000000000000004,0.0,7195558.40446348 
 07/01  16:00:00,33.8,24.000000000000004,0.0,7538078.051677591 
 07/01  17:00:00,35.0,23.999999999999996,0.0,7849397.596646437 
 07/01  18:00:00,35.4,23.999999999999996,0.0,8128323.0480993595 
 07/01  19:00:00,35.3,23.999999999999996,0.0,8125760.95635445 
 07/01  20:00:00,33.8,23.999999999999996,0.0,8080866.3083680635 
 07/01  21:00:00,32.7,24.0,0.0,8062699.20605968 
 07/01  22:00:00,32.6,24.0,0.0,7990346.507246767 
 07/01  23:00:00,31.1,24.0,0.0,7681360.378268757 
 07/01  24:00:00,31.0,24.000000000000004,0.0,7354861.798247211 
 07/02  01:00:00,30.9,24.000000000000007,0.0,7068754.392012953 
 07/02  02:00:00,29.9,24.000000000000004,0.0,6753197.176534283 
 07/02  03:00:00,29.4,24.0,0.0,6433470.808049359 
 07/02  04:00:00,27.5,23.999999999999996,0.0,6102586.842750694 
 07/02  05:00:00,26.0,23.999999999999996,0.0,5755401.334847164 
 07/02  06:00:00,26.5,23.999999999999996,0.0,5401400.167744638 
 07/02  07:00:00,27.0,24.0,0.0,5015893.38896727 
 07/02  08:00:00,28.5,24.0,0.0,4663644.072990222 
 07/02  09:00:00,30.0,24.0,0.0,4671305.1122917505 
 07/02  10:00:00,30.0,23.999999999999996,0.0,4677979.201874195 
 07/02  11:00:00,30.7,23.999999999999996,0.0,4734282.849819511 
 07/02  12:00:00,31.3,23.999999999999996,0.0,4804122.600019884 
 07/02  13:00:00,32.0,24.0,0.0,4922732.712800446 
 07/02  14:00:00,33.0,24.0,0.0,5070702.216435522 
 07/02  15:00:00,34.0,24.000000000000004,0.0,5249760.231709755 
 07/02  16:00:00,31.2,24.0,0.0,5436113.502031774 
 07/02  17:00:00,32.8,24.000000000000004,0.0,5637161.236877749 
 07/02  18:00:00,32.5,24.000000000000004,0.0,5792758.205303677 
 07/02  19:00:00,31.9,24.0,0.0,5683907.334551796 
 07/02  20:00:00,30.7,23.999999999999996,0.0,5588434.931163637 
 07/02  21:00:00,29.9,23.999999999999996,0.0,5526367.9573606 
 07/02  22:00:00,29.9,24.0,0.0,5456241.691231118 
 07/02  23:00:00,26.6,24.0,0.0,5179792.8148804875 
 07/02  24:00:00,26.5,23.999999999999993,0.0,4917468.004993285 
 07/03  01:00:00,26.8,24.0,0.0,4685144.236997901 
 07/03  02:00:00,25.8,24.000000000000004,0.0,4420400.14439871 
 07/03  03:00:00,25.7,24.000000000000004,0.0,4153751.070888833 
 07/03  04:00:00,24.8,24.000000000000004,0.0,3879307.197448108 
 07/03  05:00:00,25.0,24.000000000000004,0.0,3615287.13271115 
 07/03  06:00:00,25.1,24.000000000000004,0.0,3358819.2495421683 
 07/03  07:00:00,25.0,24.0,0.0,3121225.072787878 
 07/03  08:00:00,25.1,24.0,0.0,2901619.9061868885 
 07/03  09:00:00,24.7,23.999999999999996,0.0,2988161.65992227 
 07/03  10:00:00,24.9,24.0,0.0,3010556.0518893357 
 07/03  11:00:00,25.0,23.999999999999996,0.0,3033633.9027922866 
 07/03  12:00:00,25.0,24.0,0.0,2954063.5514409663 
 07/03  13:00:00,25.0,24.0,0.0,2845637.409968875 
 07/03  14:00:00,25.0,24.0,0.0,2727435.3771096654 
 07/03  15:00:00,24.1,24.0,0.0,2599131.0242936104 
 07/03  16:00:00,25.4,24.000000000000004,0.0,2493559.5595286037 
 07/03  17:00:00,25.5,24.000000000000004,0.0,2402680.254662875 
 07/03  18:00:00,25.7,23.999999999999996,0.0,2337232.693145726 
 07/03  19:00:00,26.0,24.0,0.0,2027024.4699319426 
 07/03  20:00:00,25.7,24.0,0.0,1874882.1349388144 
 07/03  21:00:00,25.3,24.0,0.0,1752419.2730282813 
 07/03  22:00:00,25.4,24.000000000000004,0.0,1672872.0717400096 
 07/03  23:00:00,25.5,24.0,0.0,1477478.0673469014 
 07/03  24:00:00,25.3,24.0,0.0,1367692.8533373983 
 07/04  01:00:00,25.3,24.000000000000004,0.0,1291260.735150475 
 07/04  02:00:00,25.0,24.000000000000004,0.0,1202052.3300520347 
 07/04  03:00:00,24.9,24.000000000000004,0.0,1126906.5062876714 
 07/04  04:00:00,26.0,23.999999999999996,0.0,1060700.751493429 
 07/04  05:00:00,26.0,24.0,0.0,996805.8970661905 
 07/04  06:00:00,26.0,24.0,0.0,936856.1561292199 
 07/04  07:00:00,26.5,24.0,0.0,900790.434155844 
 07/04  08:00:00,27.0,24.000000000000004,0.0,881338.6907758915 
 07/04  09:00:00,27.0,24.0,0.0,1163450.6724085114 
 07/04  10:00:00,27.0,24.000000000000004,0.0,1319685.4325345382 
 07/04  11:00:00,28.0,23.999999999999996,0.0,1573146.272838647 
 07/04  12:00:00,28.7,24.0,0.0,1789278.7033910467 
 07/04  13:00:00,29.3,24.000000000000004,0.0,2000054.8194976412 
 07/04  14:00:00,30.0,24.0,0.0,2238054.0890109385 
 07/04  15:00:00,30.0,24.0,0.0,2491009.636904124 
 07/04  16:00:00,30.0,24.0,0.0,2755709.1403008006 
 07/04  17:00:00,30.0,24.0,0.0,3051882.2293255576 
 07/04  18:00:00,30.0,24.000000000000004,0.0,3352571.7518213154 
 07/04  19:00:00,29.0,24.000000000000004,0.0,3370347.112545832 
 07/04  20:00:00,28.0,24.000000000000007,0.0,3421154.190436966 
 07/04  21:00:00,28.2,24.000000000000004,0.0,3457011.706078043 
 07/04  22:00:00,28.1,24.000000000000004,0.0,3476073.4427333223 
 07/04  23:00:00,27.2,23.999999999999996,0.0,3308384.724427477 
 07/04  24:00:00,27.1,23.999999999999996,0.0,3154371.9279935886 
 07/05  01:00:00,27.4,24.000000000000004,0.0,3023296.17231783 
 07/05  02:00:00,26.5,24.0,0.0,2871005.9547277386 
 07/05  03:00:00,26.7,24.0,0.0,2727643.6095088646 
 07/05  04:00:00,26.3,23.999999999999996,0.0,2577870.133839857 
 07/05  05:00:00,27.0,24.0,0.0,2435666.253226916 
 07/05  06:00:00,27.0,24.0,0.0,2295730.2121483022 
 07/05  07:00:00,27.0,24.0,0.0,2190542.7844251366 
 07/05  08:00:00,28.0,24.0,0.0,2125824.24303451 
 07/05  09:00:00,30.0,24.000000000000004,0.0,2394915.5572232315 
 07/05  10:00:00,31.0,24.0,0.0,2647983.3345508194 
 07/05  11:00:00,32.0,24.0,0.0,3059144.5250948155 
 07/05  12:00:00,32.0,24.0,0.0,3491474.9802874443 
 07/05  13:00:00,33.0,24.0,0.0,3955782.840671016 
 07/05  14:00:00,33.0,24.0,0.0,4437612.822515373 
 07/05  15:00:00,33.0,24.000000000000004,0.0,4944296.477875063 
 07/05  16:00:00,33.0,24.000000000000007,0.0,5400263.948758932 
 07/05  17:00:00,31.5,23.999999999999993,0.0,5801061.197530136 
 07/05  18:00:00,30.0,23.999999999999996,0.0,5927032.350642861 
 07/05  19:00:00,31.7,23.999999999999996,0.0,5698597.410657706 
 07/05  20:00:00,30.3,23.999999999999996,0.0,5397432.322569057 
 07/05  21:00:00,29.3,24.0,0.0,5167092.6982120965 
 07/05  22:00:00,29.5,24.000000000000004,0.0,4995355.144579718 
 07/05  23:00:00,28.7,24.000000000000004,0.0,4681122.2385778995 
 07/05  24:00:00,28.5,24.000000000000004,0.0,4412340.36326968 
 07/06  01:00:00,28.5,24.000000000000004,0.0,4206234.140028575 
 07/06  02:00:00,27.9,23.999999999999996,0.0,3995186.847119646 
 07/06  03:00:00,27.9,23.999999999999996,0.0,3791233.1203041235 
 07/06  04:00:00,28.1,24.0,0.0,3589330.6538638514 
 07/06  05:00:00,26.0,23.999999999999993,0.0,3382048.7251258944 
 07/06  06:00:00,27.0,23.999999999999996,0.0,3191126.4485241505 
