Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ROOM1:Zone Mean Air Temperature [C](TimeStep),ROOM1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),ROOM1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep) 
 02/08  06:00:00,15.6,21.000001338803894,126495.71391035822,0.0 
 02/08  07:00:00,16.2,21.000000019857683,222661.32624534093,0.0 
 02/08  08:00:00,16.4,21.00000000041593,362765.68799356883,0.0 
 02/08  09:00:00,18.0,21.000000000003514,155012.02696850288,0.0 
 02/08  10:00:00,17.9,21.000000000000043,254453.01906582335,0.0 
 02/08  11:00:00,18.5,21.0,283383.4184879264,0.0 
 02/08  12:00:00,18.0,21.0,314249.87672488566,0.0 
 02/08  13:00:00,18.0,21.0,277587.189556837,0.0 
 02/08  14:00:00,18.4,21.0,208602.21567001828,0.0 
 02/08  15:00:00,19.0,21.0,159906.35036177537,0.0 
 02/08  16:00:00,19.0,21.000000000000004,104732.17728842629,0.0 
 02/08  17:00:00,17.8,20.999999999999996,39866.84077630362,0.0 
 02/08  18:00:00,16.1,21.005368773109858,0.0,0.0 
 02/08  19:00:00,15.6,21.000071001956105,240654.40277187873,0.0 
 02/08  20:00:00,15.7,21.000001052056678,269891.09350341355,0.0 
 02/08  21:00:00,16.2,21.000000018660526,329852.27298733377,0.0 
 02/08  22:00:00,16.0,21.00000000040821,421314.7550945162,0.0 
 02/08  23:00:00,15.3,21.00000000001345,664404.1140243239,0.0 
 02/08  24:00:00,15.0,21.000000000000504,782896.6822505955,0.0 
 02/09  01:00:00,14.7,21.000000000000018,882809.3772423579,0.0 
 02/09  02:00:00,14.4,21.0,1015118.475772185,0.0 
 02/09  03:00:00,14.6,20.999999999999996,1146216.3294276544,0.0 
 02/09  04:00:00,14.2,20.999999999999996,1283574.196410658,0.0 
 02/09  05:00:00,14.1,21.0,1416834.3816965625,0.0 
 02/09  06:00:00,14.1,21.000000000000004,1544382.340039058,0.0 
 02/09  07:00:00,14.3,21.0,1662968.4171509969,0.0 
 02/09  08:00:00,14.3,20.999999999999996,1773687.8215207574,0.0 
 02/09  09:00:00,13.6,21.0,1537445.9280193765,0.0 
 02/09  10:00:00,13.0,21.000000000000004,1599570.6548137334,0.0 
 02/09  11:00:00,13.4,21.000000000000004,1590167.945956693,0.0 
 02/09  12:00:00,13.5,21.000000000000004,1609105.3962502438,0.0 
 02/09  13:00:00,13.4,21.0,1611844.8008644087,0.0 
 02/09  14:00:00,14.4,20.999999999999996,1572686.636299926,0.0 
 02/09  15:00:00,15.5,21.0,1458482.1319459511,0.0 
 02/09  16:00:00,14.5,21.000000000000004,1321100.02110104,0.0 
 02/09  17:00:00,14.8,21.000000000000004,1191492.4442978334,0.0 
 02/09  18:00:00,15.5,20.999999999999996,1137783.760778587,0.0 
 02/09  19:00:00,16.2,21.000000000000004,1403169.5353639077,0.0 
 02/09  20:00:00,14.0,21.0,1420489.8294115155,0.0 
 02/09  21:00:00,14.0,21.0,1467019.3206356056,0.0 
 02/09  22:00:00,14.0,21.0,1563741.151147302,0.0 
 02/09  23:00:00,13.0,21.000000000000004,1839881.7529720091,0.0 
 02/09  24:00:00,12.8,21.000000000000004,2008743.67556777,0.0 
 02/10  01:00:00,11.5,20.999999999999996,2171822.0596720926,0.0 
 02/10  02:00:00,10.9,21.0,2376097.423005357,0.0 
 02/10  03:00:00,10.3,21.0,2598251.314589713,0.0 
 02/10  04:00:00,9.3,21.0,2830597.684743917,0.0 
 02/10  05:00:00,9.6,21.0,3064166.6445000046,0.0 
 02/10  06:00:00,9.8,20.999999999999996,3300572.458149879,0.0 
 02/10  07:00:00,9.7,20.999999999999996,3536493.5453091674,0.0 
 02/10  08:00:00,9.6,21.0,3697339.328756905,0.0 
 02/10  09:00:00,10.8,21.000000000000004,3407243.98292755,0.0 
 02/10  10:00:00,12.6,21.000000000000004,3340187.074364463,0.0 
 02/10  11:00:00,16.2,21.000000000000004,3112355.4470845186,0.0 
 02/10  12:00:00,16.0,21.0,2794616.3448440754,0.0 
 02/10  13:00:00,16.2,21.000000000000004,2336233.296676526,0.0 
 02/10  14:00:00,17.7,20.999999999999996,1851361.160554531,0.0 
 02/10  15:00:00,18.1,21.000000000000004,1387304.9646247646,0.0 
 02/10  16:00:00,17.8,21.0,938858.2301720853,0.0 
 02/10  17:00:00,17.4,21.0,611892.109577744,0.0 
 02/10  18:00:00,17.0,21.0,407930.77301134955,0.0 
 02/10  19:00:00,16.4,21.0,550239.6317561748,0.0 
 02/10  20:00:00,15.1,21.0,486609.5908280826,0.0 
 02/10  21:00:00,14.1,20.999999999999996,473102.07709145144,0.0 
 02/10  22:00:00,14.2,21.000000000000004,506905.26872308267,0.0 
 02/10  23:00:00,12.3,21.0,754456.5034850216,0.0 
 02/10  24:00:00,12.1,21.0,908219.4865827119,0.0 
 02/11  01:00:00,11.9,21.000000000000007,1073326.5877392127,0.0 
 02/11  02:00:00,11.0,21.000000000000004,1302227.9884732936,0.0 
 02/11  03:00:00,10.8,21.0,1544171.6154707584,0.0 
 02/11  04:00:00,10.7,20.999999999999996,1794569.2380362693,0.0 
 02/11  05:00:00,9.9,20.999999999999996,2054374.6085073836,0.0 
 02/11  06:00:00,9.7,21.0,2312901.3134764303,0.0 
 02/11  07:00:00,9.6,20.999999999999996,2571921.260836486,0.0 
 02/11  08:00:00,9.6,21.0,2764708.246662695,0.0 
 02/11  09:00:00,10.9,21.0,2501748.07603674,0.0 
 02/11  10:00:00,12.6,21.0,2463715.494104398,0.0 
 02/11  11:00:00,19.1,21.0,2205307.849945977,0.0 
 02/11  12:00:00,19.1,21.000000000000004,1836166.2252136366,0.0 
 02/11  13:00:00,19.5,21.0,1309519.9522959203,0.0 
 02/11  14:00:00,21.4,21.0,717136.9377240491,0.0 
 02/11  15:00:00,21.5,21.000000000000004,188833.20166166194,0.0 
 02/11  16:00:00,20.9,21.26018183838256,0.0,0.0 
 02/11  17:00:00,20.8,21.82224995782927,0.0,0.0 
 02/11  18:00:00,19.6,22.273964513239896,0.0,0.0 
 02/11  19:00:00,18.8,22.234153561511306,0.0,0.0 
 02/11  20:00:00,15.3,22.351487523612512,0.0,0.0 
 02/11  21:00:00,15.2,22.44687326925407,0.0,0.0 
 02/11  22:00:00,15.4,22.356401135222512,0.0,0.0 
 02/11  23:00:00,13.9,21.889987189115047,0.0,0.0 
 02/11  24:00:00,14.2,21.563121994276095,0.0,0.0 
 02/12  01:00:00,13.8,21.296162613835946,0.0,0.0 
 02/12  02:00:00,12.5,21.00053738633283,27278.761617979213,0.0 
 02/12  03:00:00,12.3,21.000007396838992,200737.09169655424,0.0 
 02/12  04:00:00,11.9,21.000000164683247,389901.57250065386,0.0 
 02/12  05:00:00,11.7,21.000000005444132,634377.7992391428,0.0 
 02/12  06:00:00,11.8,21.00000000023104,869726.9007405934,0.0 
 02/12  07:00:00,11.8,21.00000000001167,1126713.1164950647,0.0 
 02/12  08:00:00,12.5,21.000000000000657,1331452.3856097509,0.0 
 02/12  09:00:00,13.9,21.000000000000032,1119855.7294080423,0.0 
 02/12  10:00:00,14.3,20.999999999999996,1151737.0632467668,0.0 
 02/12  11:00:00,18.5,21.0,977361.3872493604,0.0 
 02/12  12:00:00,19.1,21.000000000000004,720965.4309774286,0.0 
 02/12  13:00:00,19.2,21.0,359344.642042181,0.0 
 02/12  14:00:00,21.4,21.082486129198266,0.0,0.0 
 02/12  15:00:00,21.5,21.696855124913938,0.0,0.0 
 02/12  16:00:00,20.3,22.287571384156138,0.0,0.0 
 02/12  17:00:00,20.1,22.731221367567173,0.0,0.0 
 02/12  18:00:00,18.8,23.133269022076245,0.0,0.0 
 02/12  19:00:00,16.8,23.02021297743973,0.0,0.0 
 02/12  20:00:00,13.1,23.048022387996774,0.0,0.0 
 02/12  21:00:00,13.6,23.050096532477856,0.0,0.0 
 02/12  22:00:00,13.6,22.864129807370418,0.0,0.0 
 02/12  23:00:00,12.3,22.310900996031847,0.0,0.0 
 02/12  24:00:00,12.2,21.899462793011352,0.0,0.0 
 02/13  01:00:00,12.2,21.557907463857347,0.0,0.0 
 02/13  02:00:00,11.6,21.115927731782357,0.0,0.0 
 02/13  03:00:00,11.6,21.00030277266047,164806.99330586122,0.0 
 02/13  04:00:00,10.8,21.000007049191318,395973.62865602714,0.0 
 02/13  05:00:00,11.0,21.000000246669988,670949.0353796239,0.0 
 02/13  06:00:00,10.4,21.00000001130075,959892.175719675,0.0 
 02/13  07:00:00,10.4,21.00000000062536,1265919.7924329208,0.0 
 02/13  08:00:00,10.9,21.00000000003923,1525380.07328509,0.0 
 02/13  09:00:00,11.5,21.00000000000215,1365208.8620245685,0.0 
 02/13  10:00:00,13.7,21.00000000000012,1413224.5066961725,0.0 
 02/13  11:00:00,19.1,21.000000000000007,1237206.415092167,0.0 
 02/13  12:00:00,19.2,21.0,962164.3380133823,0.0 
 02/13  13:00:00,20.0,21.0,547541.073109179,0.0 
 02/13  14:00:00,21.7,21.0,66086.22266687744,0.0 
 02/13  15:00:00,21.5,21.557318705817593,0.0,0.0 
 02/13  16:00:00,20.8,22.19885674617422,0.0,0.0 
 02/13  17:00:00,20.6,22.70523841691118,0.0,0.0 
 02/13  18:00:00,19.5,23.16193925959262,0.0,0.0 
 02/13  19:00:00,18.3,23.10815962840608,0.0,0.0 
 02/13  20:00:00,16.9,23.199951679482364,0.0,0.0 
 02/13  21:00:00,15.5,23.238331592845512,0.0,0.0 
 02/13  22:00:00,15.5,23.097554309150354,0.0,0.0 
 02/13  23:00:00,14.3,22.61048845692514,0.0,0.0 
 02/13  24:00:00,13.5,22.256452297953402,0.0,0.0 
 02/14  01:00:00,13.1,21.95586815336864,0.0,0.0 
 02/14  02:00:00,11.7,21.54572944520829,0.0,0.0 
 02/14  03:00:00,11.4,21.123222853660806,0.0,0.0 
 02/14  04:00:00,11.0,21.000474225386405,165204.43088790332,0.0 
 02/14  05:00:00,10.7,21.00001162637384,425238.4416261637,0.0 
 02/14  06:00:00,9.5,21.00000043256837,721836.6186988741,0.0 
 02/14  07:00:00,9.4,21.000000020976046,1032139.2474048454,0.0 
 02/14  08:00:00,9.6,21.00000000118205,1305451.0270890277,0.0 
 02/14  09:00:00,10.7,21.000000000056524,1146250.904203206,0.0 
 02/14  10:00:00,13.2,21.000000000002785,1213952.6783856417,0.0 
 02/14  11:00:00,18.9,21.00000000000012,1074145.0535228916,0.0 
 02/14  12:00:00,19.2,21.000000000000004,830900.974010169,0.0 
 02/14  13:00:00,19.4,21.0,438017.8357530891,0.0 
 02/14  14:00:00,21.2,21.014139995693807,0.0,0.0 
 02/14  15:00:00,21.4,21.63094792497138,0.0,0.0 
 02/14  16:00:00,20.2,22.273593631047515,0.0,0.0 
 02/14  17:00:00,20.1,22.749920345327986,0.0,0.0 
 02/14  18:00:00,19.3,23.179817030160265,0.0,0.0 
 02/14  19:00:00,17.1,23.082214705317245,0.0,0.0 
 02/14  20:00:00,15.0,23.130968246721153,0.0,0.0 
 02/14  21:00:00,13.7,23.136399323250398,0.0,0.0 
 02/14  22:00:00,13.9,22.954633906237653,0.0,0.0 
 02/14  23:00:00,12.7,22.41200354307901,0.0,0.0 
 02/14  24:00:00,12.5,22.004572908492687,0.0,0.0 
 02/15  01:00:00,11.3,21.64811951356779,0.0,0.0 
 02/15  02:00:00,10.0,21.184624112548768,0.0,0.0 
 02/15  03:00:00,9.7,21.00090424363003,144297.56556100107,0.0 
 02/15  04:00:00,8.9,21.000021874466942,408318.9817725623,0.0 
 02/15  05:00:00,8.8,21.000000812302314,720776.0442435909,0.0 
 02/15  06:00:00,8.8,21.00000004014615,1053305.6530766375,0.0 
 02/15  07:00:00,9.1,21.000000002412094,1407412.9566595021,0.0 
 02/15  08:00:00,9.8,21.000000000165294,1713432.4796325883,0.0 
 02/15  09:00:00,12.4,21.000000000010242,1595681.4512366422,0.0 
 02/15  10:00:00,13.7,21.000000000000654,1672206.8226857656,0.0 
 02/15  11:00:00,18.5,21.000000000000036,1505865.4284157737,0.0 
 02/15  12:00:00,18.6,21.0,1230046.7543361518,0.0 
 02/15  13:00:00,19.1,21.0,812524.172428162,0.0 
 02/15  14:00:00,21.0,21.000000000000004,323517.89956225187,0.0 
 02/15  15:00:00,21.6,21.17106166603581,0.0,0.0 
 02/15  16:00:00,20.7,21.75016099282977,0.0,0.0 
 02/15  17:00:00,20.3,22.198364834637914,0.0,0.0 
 02/15  18:00:00,19.7,22.636393984274108,0.0,0.0 
 02/15  19:00:00,19.4,22.570439234252493,0.0,0.0 
 02/15  20:00:00,14.6,22.64330318193716,0.0,0.0 
 02/15  21:00:00,14.5,22.701349808637946,0.0,0.0 
 02/15  22:00:00,14.2,22.57227102485446,0.0,0.0 
 02/15  23:00:00,12.2,22.06621809533756,0.0,0.0 
 02/15  24:00:00,11.7,21.6952237459517,0.0,0.0 
 02/16  01:00:00,11.1,21.377442296699375,0.0,0.0 
 02/16  02:00:00,10.4,21.01514867089733,50561.275119113445,0.0 
 02/16  03:00:00,10.8,21.000002499549066,238501.2539590062,0.0 
 02/16  04:00:00,9.3,21.0000000712903,522680.7853618172,0.0 
 02/16  05:00:00,9.3,21.000000002987896,834038.3543939069,0.0 
 02/16  06:00:00,9.1,21.00000000015783,1167086.549836468,0.0 
 02/16  07:00:00,8.5,21.000000000010022,1523609.767828388,0.0 
 02/16  08:00:00,8.6,21.000000000000718,1812603.9346946226,0.0 
 02/16  09:00:00,11.0,21.000000000000046,1648791.1509809904,0.0 
 02/16  10:00:00,15.9,21.0,1696284.9915470108,0.0 
 02/16  11:00:00,21.9,21.0,1523733.3523708645,0.0 
 02/16  12:00:00,21.5,21.000000000000004,1217233.348450374,0.0 
 02/16  13:00:00,21.4,20.999999999999996,729766.583342251,0.0 
 02/16  14:00:00,23.6,21.0,170244.28465736494,0.0 
 02/16  15:00:00,24.0,21.485158707415955,0.0,0.0 
 02/16  16:00:00,22.5,22.196254989898527,0.0,0.0 
 02/16  17:00:00,22.0,22.769369287589214,0.0,0.0 
 02/16  18:00:00,20.9,23.31466233035625,0.0,0.0 
 02/16  19:00:00,18.0,23.316806983919427,0.0,0.0 
 02/16  20:00:00,16.5,23.447537608196374,0.0,0.0 
 02/16  21:00:00,15.1,23.512913875263674,0.0,0.0 
 02/16  22:00:00,14.1,23.363885829719408,0.0,0.0 
 02/16  23:00:00,12.3,22.845158566252874,0.0,0.0 
 02/16  24:00:00,12.0,22.455437733215465,0.0,0.0 
 02/17  01:00:00,11.9,22.112337546517345,0.0,0.0 
 02/17  02:00:00,10.5,21.641632541949228,0.0,0.0 
 02/17  03:00:00,9.4,21.153955648378506,0.0,0.0 
 02/17  04:00:00,8.9,21.00077813471479,199668.57386769733,0.0 
 02/17  05:00:00,9.4,21.000021266932407,487719.72509040957,0.0 
 02/17  06:00:00,10.1,21.000000871863346,810581.5457401767,0.0 
 02/17  07:00:00,10.4,21.000000045858297,1158222.0904978293,0.0 
 02/17  08:00:00,9.7,21.000000002787367,1450613.6185369953,0.0 
 02/17  09:00:00,11.7,21.000000000145285,1280398.0639760303,0.0 
 02/17  10:00:00,13.3,21.000000000007706,1335454.2012709908,0.0 
 02/17  11:00:00,18.7,21.000000000000362,1172491.684966519,0.0 
 02/17  12:00:00,18.5,21.00000000000001,909289.5262886509,0.0 
 02/17  13:00:00,18.8,21.000000000000004,497887.5281637566,0.0 
 02/17  14:00:00,21.2,21.0,36380.78693567768,0.0 
 02/17  15:00:00,20.9,21.548576579792716,0.0,0.0 
 02/17  16:00:00,20.2,22.17648341657246,0.0,0.0 
 02/17  17:00:00,19.8,22.63618846979505,0.0,0.0 
 02/17  18:00:00,19.3,23.05951170722575,0.0,0.0 
 02/17  19:00:00,18.9,22.9699070128226,0.0,0.0 
 02/17  20:00:00,16.2,23.02436949849876,0.0,0.0 
 02/17  21:00:00,14.5,23.045153666141932,0.0,0.0 
 02/17  22:00:00,14.5,22.88960142887778,0.0,0.0 
 02/17  23:00:00,13.2,22.369468122055515,0.0,0.0 
 02/17  24:00:00,12.6,21.98300641744879,0.0,0.0 
 02/18  01:00:00,12.2,21.656372239105018,0.0,0.0 
 02/18  02:00:00,11.3,21.215641629549527,0.0,0.0 
 02/18  03:00:00,10.4,21.001050313081453,120369.43566005555,0.0 
 02/18  04:00:00,9.6,21.000024226810503,380597.25785907725,0.0 
 02/18  05:00:00,9.5,21.000000855624766,679247.3391406522,0.0 
 02/18  06:00:00,9.5,21.000000040845876,999871.1576234049,0.0 
 02/18  07:00:00,9.3,21.000000002386916,1351250.6798134379,0.0 
 02/18  08:00:00,9.8,21.000000000158046,1635633.888288238,0.0 
 02/18  09:00:00,10.4,21.00000000000922,1479103.194839675,0.0 
 02/18  10:00:00,11.8,21.000000000000547,1545330.7585782248,0.0 
 02/18  11:00:00,19.0,21.00000000000003,1388870.977067786,0.0 
 02/18  12:00:00,19.1,21.0,1130022.7106443257,0.0 
 02/18  13:00:00,20.0,21.0,708573.81451405,0.0 
 02/18  14:00:00,21.9,21.0,221356.57750540008,0.0 
 02/18  15:00:00,21.8,21.298313126216826,0.0,0.0 
 02/18  16:00:00,20.9,21.938271884269483,0.0,0.0 
 02/18  17:00:00,20.7,22.431133568935955,0.0,0.0 
 02/18  18:00:00,20.5,22.8062841062517,0.0,0.0 
 02/18  19:00:00,19.0,22.70361120060425,0.0,0.0 
 02/18  20:00:00,15.9,22.771489651059145,0.0,0.0 
 02/18  21:00:00,15.3,22.82019787172537,0.0,0.0 
 02/18  22:00:00,15.5,22.687914175574814,0.0,0.0 
 02/18  23:00:00,13.5,22.17976553534531,0.0,0.0 
 02/18  24:00:00,13.6,21.819989894501248,0.0,0.0 
 02/19  01:00:00,12.6,21.5212183144942,0.0,0.0 
 02/19  02:00:00,11.5,21.112404776538696,0.0,0.0 
 02/19  03:00:00,11.1,21.00031897193108,166117.7408418723,0.0 
 02/19  04:00:00,10.2,21.000007714847342,418486.81345724437,0.0 
 02/19  05:00:00,10.3,21.00000028062661,704365.4348328136,0.0 
 02/19  06:00:00,9.9,21.0000000134003,1008598.3057491969,0.0 
 02/19  07:00:00,9.4,21.000000000776666,1340433.0153086449,0.0 
 02/19  08:00:00,10.0,21.000000000050616,1603896.9726678003,0.0 
 02/19  09:00:00,11.6,21.00000000000287,1426218.666446619,0.0 
 02/19  10:00:00,12.1,21.000000000000163,1480087.9601126544,0.0 
 02/19  11:00:00,19.8,21.000000000000007,1303877.6552658163,0.0 
 02/19  12:00:00,19.8,20.999999999999996,1029522.736831908,0.0 
 02/19  13:00:00,20.2,21.000000000000004,598618.1323934201,0.0 
 02/19  14:00:00,22.9,21.000000000000004,100862.6054066044,0.0 
 02/19  15:00:00,22.6,21.51653905654121,0.0,0.0 
 02/19  16:00:00,21.9,22.17717550018657,0.0,0.0 
 02/19  17:00:00,21.8,22.67138889681293,0.0,0.0 
 02/19  18:00:00,21.7,23.18306942172442,0.0,0.0 
 02/19  19:00:00,21.0,23.157315426941786,0.0,0.0 
 02/19  20:00:00,16.5,23.262412941495967,0.0,0.0 
 02/19  21:00:00,16.4,23.353252989077237,0.0,0.0 
 02/19  22:00:00,16.4,23.258702996873897,0.0,0.0 
 02/19  23:00:00,14.9,22.79386807373445,0.0,0.0 
 02/19  24:00:00,14.5,22.457664892257576,0.0,0.0 
 02/20  01:00:00,14.1,22.169077799961027,0.0,0.0 
 02/20  02:00:00,12.4,21.78405222240054,0.0,0.0 
 02/20  03:00:00,12.1,21.385840682717543,0.0,0.0 
 02/20  04:00:00,11.6,21.007642584059084,61471.35973393731,0.0 
 02/20  05:00:00,11.2,21.00000171994154,309131.61701325316,0.0 
 02/20  06:00:00,11.3,21.000000050857285,542870.6491977321,0.0 
 02/20  07:00:00,11.1,21.00000000213755,829988.5964960074,0.0 
 02/20  08:00:00,11.6,21.000000000104468,1075280.9290420697,0.0 
 02/20  09:00:00,12.6,21.000000000004086,890945.799732689,0.0 
 02/20  10:00:00,13.5,21.000000000000163,935539.1648756851,0.0 
 02/20  11:00:00,20.9,21.000000000000007,769897.1962514615,0.0 
 02/20  12:00:00,21.0,21.000000000000004,521687.11977484636,0.0 
 02/20  13:00:00,21.6,21.0,136105.3845696577,0.0 
 02/20  14:00:00,24.8,21.47263192191997,0.0,0.0 
 02/20  15:00:00,24.2,22.196378217758873,0.0,0.0 
 02/20  16:00:00,23.1,22.891767839395744,0.0,0.0 
 02/20  17:00:00,22.9,23.434865863600557,0.0,0.0 
 02/20  18:00:00,22.6,23.927837604158896,0.0,33357.080774705835 
 02/20  19:00:00,22.2,23.942957874072494,0.0,0.0 
 02/20  20:00:00,19.7,23.999575054087135,0.0,157771.80146721617 
 02/20  21:00:00,17.9,23.999994260007615,0.0,267121.14168490184 
 02/20  22:00:00,17.1,23.99999996932659,0.0,106145.08121691074 
 02/20  23:00:00,14.2,23.642024407564264,0.0,0.0 
 02/20  24:00:00,14.4,23.3274647635121,0.0,0.0 
 02/21  01:00:00,14.2,23.035716992733416,0.0,0.0 
 02/21  02:00:00,13.0,22.643949949379277,0.0,0.0 
 02/21  03:00:00,12.9,22.24154726736131,0.0,0.0 
 02/21  04:00:00,13.3,21.744069634683218,0.0,0.0 
 02/21  05:00:00,12.6,21.242655803323096,0.0,0.0 
 02/21  06:00:00,12.3,21.00133008578831,134914.5296633136,0.0 
 02/21  07:00:00,12.3,21.000030341695226,376229.024333192,0.0 
 02/21  08:00:00,12.7,21.0000009363401,570457.1637044181,0.0 
 02/21  09:00:00,13.7,21.000000018137726,381188.8148950699,0.0 
 02/21  10:00:00,14.6,21.000000000375813,428176.0967367621,0.0 
 02/21  11:00:00,22.3,21.000000000005116,282787.0702427894,0.0 
 02/21  12:00:00,22.5,21.00000000000002,79039.88463475146,0.0 
 02/21  13:00:00,22.8,21.4039167035386,0.0,0.0 
 02/21  14:00:00,25.7,22.097048801275953,0.0,0.0 
 02/21  15:00:00,25.5,22.846822753203288,0.0,0.0 
 02/21  16:00:00,24.2,23.546322033152983,0.0,0.0 
 02/21  17:00:00,24.0,23.999435144752226,0.0,322584.8213480355 
 02/21  18:00:00,23.8,23.999998750393306,0.0,1119972.9175469023 
 02/21  19:00:00,22.8,23.999999946385078,0.0,840396.8081262556 
 02/21  20:00:00,19.9,23.999999996866524,0.0,1025461.7509053492 
 02/21  21:00:00,17.8,23.99999999981148,0.0,939831.9549914161 
 02/21  22:00:00,16.8,23.999999999990077,0.0,686425.1713917941 
 02/21  23:00:00,14.2,23.99999999999982,0.0,194804.2060036879 
 02/21  24:00:00,14.7,23.95251717984915,0.0,0.0 
 02/22  01:00:00,13.9,23.67549598186289,0.0,0.0 
 02/22  02:00:00,13.6,23.272862969461976,0.0,0.0 
 02/22  03:00:00,13.4,22.857129023489925,0.0,0.0 
 02/22  04:00:00,13.3,22.370644888131707,0.0,0.0 
 02/22  05:00:00,13.1,21.8813438841732,0.0,0.0 
 02/22  06:00:00,13.0,21.396879043666484,0.0,0.0 
 02/22  07:00:00,12.6,21.000362791612275,63105.79480220504,0.0 
 02/22  08:00:00,13.3,21.00000007348586,245365.32185245657,0.0 
 02/22  09:00:00,15.0,21.006776800153034,0.0,0.0 
 02/22  10:00:00,16.9,21.000011620460455,29521.63718526155,0.0 
 02/22  11:00:00,23.5,21.16385642191782,0.0,0.0 
 02/22  12:00:00,23.0,21.555349701646815,0.0,0.0 
 02/22  13:00:00,23.4,22.12387305645636,0.0,0.0 
 02/22  14:00:00,24.6,22.85308158502027,0.0,0.0 
 02/22  15:00:00,24.5,23.553303819462865,0.0,0.0 
 02/22  16:00:00,23.8,23.998343707094065,0.0,437987.2946322126 
 02/22  17:00:00,23.6,23.999994962966692,0.0,1274763.977735569 
 02/22  18:00:00,23.0,23.99999954585404,0.0,1902369.5585786907 
 02/22  19:00:00,22.3,23.999999959849536,0.0,1483113.5009718554 
 02/22  20:00:00,20.5,23.999999996088512,0.0,1363137.0057400765 
 02/22  21:00:00,18.9,23.999999999614037,0.0,1100068.1293427225 
 02/22  22:00:00,19.4,23.99999999996409,0.0,960666.94152011 
 02/22  23:00:00,17.6,23.999999999997698,0.0,629359.6730703511 
 02/22  24:00:00,18.1,23.999999999999893,0.0,442923.9671815125 
 02/23  01:00:00,18.3,23.999999999999993,0.0,282940.87890239776 
 02/23  02:00:00,17.0,24.0,0.0,79148.9555443402 
 02/23  03:00:00,16.5,23.881172390549562,0.0,0.0 
 02/23  04:00:00,16.5,23.58854545075888,0.0,0.0 
 02/23  05:00:00,16.2,23.268596946277082,0.0,0.0 
 02/23  06:00:00,15.9,22.9600184134676,0.0,0.0 
 02/23  07:00:00,15.6,22.606088920798015,0.0,0.0 
 02/23  08:00:00,15.0,22.30256895653165,0.0,0.0 
 02/23  09:00:00,15.8,22.803782206451515,0.0,0.0 
 02/23  10:00:00,16.9,22.80144707928252,0.0,0.0 
 02/23  11:00:00,20.6,22.911224001162452,0.0,0.0 
 02/23  12:00:00,21.0,23.204363793416363,0.0,0.0 
 02/23  13:00:00,21.2,23.632624598903043,0.0,0.0 
 02/23  14:00:00,23.0,23.998982306088685,0.0,236569.012906632 
 02/23  15:00:00,23.0,23.99999817887238,0.0,759435.5235776284 
 02/23  16:00:00,22.5,23.999999863524046,0.0,1167942.5256761704 
 02/23  17:00:00,22.4,23.99999998539702,0.0,1680823.9506983084 
 02/23  18:00:00,21.9,23.99999999810144,0.0,1711828.5313493889 
 02/23  19:00:00,21.0,23.99999999979735,0.0,1231695.7987657206 
 02/23  20:00:00,19.4,23.999999999977884,0.0,1124669.7637251 
 02/23  21:00:00,18.7,23.999999999997677,0.0,1069046.4252764194 
 02/23  22:00:00,17.3,23.999999999999794,0.0,917274.0569913961 
 02/23  23:00:00,16.6,23.99999999999999,0.0,541480.309141305 
 02/23  24:00:00,16.4,23.999999999999996,0.0,287177.45091427496 
 02/24  01:00:00,15.9,24.0,0.0,93842.03075230672 
 02/24  02:00:00,14.6,23.839284271616222,0.0,0.0 
 02/24  03:00:00,14.2,23.47525793523394,0.0,0.0 
 02/24  04:00:00,14.2,23.078105137225897,0.0,0.0 
 02/24  05:00:00,14.4,22.649272941722103,0.0,0.0 
 02/24  06:00:00,13.9,22.204028109057788,0.0,0.0 
 02/24  07:00:00,13.4,21.76234486876228,0.0,0.0 
 02/24  08:00:00,13.8,21.415927173246047,0.0,0.0 
 02/24  09:00:00,15.0,21.89910181968237,0.0,0.0 
 02/24  10:00:00,16.6,21.886698932028377,0.0,0.0 
 02/24  11:00:00,20.4,22.004178780397464,0.0,0.0 
 02/24  12:00:00,21.3,22.359211188135355,0.0,0.0 
 02/24  13:00:00,23.2,22.878992118821817,0.0,0.0 
 02/24  14:00:00,24.5,23.541548837525312,0.0,0.0 
 02/24  15:00:00,25.2,23.998034486487306,0.0,349543.18388711405 
 02/24  16:00:00,24.3,23.999993005211252,0.0,933371.0133393259 
 02/24  17:00:00,24.0,23.999999272718934,0.0,1625974.900384685 
 02/24  18:00:00,23.9,23.999999900931194,0.0,1895146.500606314 
 02/24  19:00:00,23.4,23.999999987786108,0.0,1492647.2764399655 
 02/24  20:00:00,20.8,23.999999998386286,0.0,1426426.7073706642 
 02/24  21:00:00,19.9,23.99999999977997,0.0,1421888.347113967 
 02/24  22:00:00,19.9,23.999999999972832,0.0,1308687.483281643 
 02/24  23:00:00,18.3,23.999999999997495,0.0,856060.3464811643 
 02/24  24:00:00,17.6,23.99999999999981,0.0,582330.63583926 
 02/25  01:00:00,17.0,23.999999999999996,0.0,391626.27366709686 
 02/25  02:00:00,15.9,23.999999999999996,0.0,188210.96038631038 
 02/25  03:00:00,15.0,24.0,0.0,7557.891414255124 
